Supplier,AASFile,ComponentName,AASId,AssetId,TechnicalPropertyIdShort,TechnicalPropertySemanticId,Value,ValueType,Unit,UnitId,QuantityKind
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,NominalFlowRate,0173-1#02-ABC551#003,103.364,xs:float,l./min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,MaximumSetFlowRate,0173-1#02-ABC558#003,96.8619,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,OutletPressure,0173-1#02-AAZ809#003,152.409,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,SetPressure,0173-1#02-AAZ819#003,175.388,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,NominalOutletPressure,0173-1#02-ABC511#003,152.7,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,HydraulicPower,0173-1#02-AAZ827#003,20,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,981.61,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,42.2713,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump2.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/2/a0ee89aed453dd32,http://generated.local/asset/A/ConstantPump/2/e2acf72f9e574f7a,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,36.1088,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,SpecifiedMaximumTotalFlowRate,0173-1#02-AAZ826#003,214.625,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,SpecifiedMaximumOutletPressure,0173-1#02-ABC510#003,231.8,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,NominalFlowRate,0173-1#02-ABC551#003,177.646,xs:float,l./min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,MaximumSetFlowRate,0173-1#02-ABC558#003,238.311,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,OutletPressure,0173-1#02-AAZ809#003,151.568,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,SetPressure,0173-1#02-AAZ819#003,181.71,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,NominalOutletPressure,0173-1#02-ABC511#003,163.7,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,HydraulicPower,0173-1#02-AAZ827#003,71.9,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,1637.43,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,72.3448,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump3.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/3/5af305535ec42e08,http://generated.local/asset/A/ConstantPump/3/ab9099a435a240ae,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,77.5359,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,SpecifiedMaximumTotalFlowRate,0173-1#02-AAZ826#003,320.154,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,SpecifiedMaximumOutletPressure,0173-1#02-ABC510#003,250,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,NominalFlowRate,0173-1#02-ABC551#003,221.904,xs:float,l./min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,MaximumSetFlowRate,0173-1#02-ABC558#003,324.199,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,OutletPressure,0173-1#02-AAZ809#003,211.9,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,SetPressure,0173-1#02-AAZ819#003,191.574,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,NominalOutletPressure,0173-1#02-ABC511#003,220.2,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,HydraulicPower,0173-1#02-AAZ827#003,116.2,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,1814.86,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,173.187,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump4.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/4/c4b032ccd7c524a5,http://generated.local/asset/A/ConstantPump/4/0e51f30dc6a7ee39,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,136.253,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,SpecifiedMaximumTotalFlowRate,0173-1#02-AAZ826#003,302.247,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,SpecifiedMaximumOutletPressure,0173-1#02-ABC510#003,355.9,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,NominalFlowRate,0173-1#02-ABC551#003,254.219,xs:float,l./min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,MaximumSetFlowRate,0173-1#02-ABC558#003,315.588,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,OutletPressure,0173-1#02-AAZ809#003,250.854,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,SetPressure,0173-1#02-AAZ819#003,318.691,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,NominalOutletPressure,0173-1#02-ABC511#003,238.7,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,HydraulicPower,0173-1#02-AAZ827#003,88,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,1965.63,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,197.29,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump5.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/5/beb799193f22faf8,http://generated.local/asset/A/ConstantPump/5/89fa6a688fb5d27b,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,214.851,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,SpecifiedMaximumTotalFlowRate,0173-1#02-AAZ826#003,639.024,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,SpecifiedMaximumOutletPressure,0173-1#02-ABC510#003,352,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,NominalFlowRate,0173-1#02-ABC551#003,432.945,xs:float,l./min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,MaximumSetFlowRate,0173-1#02-ABC558#003,616.44,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,OutletPressure,0173-1#02-AAZ809#003,239.125,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,SetPressure,0173-1#02-AAZ819#003,341.72,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,NominalOutletPressure,0173-1#02-ABC511#003,290.6,xs:float,Bar,0173-1#05-AAA044#002,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,HydraulicPower,0173-1#02-AAZ827#003,153.6,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,2963.04,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,196.065,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_ConstantPump6.aasx,ConstantPump,http://generated.local/aas/A/ConstantPump/6/62801c4510435a10,http://generated.local/asset/A/ConstantPump/6/988c24c961b1cd22,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,243.577,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_HydraulicMotor1.aasx,HydraulicMotor,https://example.com/ids/asset/0504_0192_2152_0258,https://example.com/ids/asset/5232_8130_1062_1848,NominalFlowRate,0173-1#02-ABC551#003,20,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_HydraulicMotor1.aasx,HydraulicMotor,https://example.com/ids/asset/0504_0192_2152_0258,https://example.com/ids/asset/5232_8130_1062_1848,HydraulicPower,0173-1#02-AAZ827#003,1.5,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_HydraulicMotor1.aasx,HydraulicMotor,https://example.com/ids/asset/0504_0192_2152_0258,https://example.com/ids/asset/5232_8130_1062_1848,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_HydraulicMotor1.aasx,HydraulicMotor,https://example.com/ids/asset/0504_0192_2152_0258,https://example.com/ids/asset/5232_8130_1062_1848,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_HydraulicMotor1.aasx,HydraulicMotor,https://example.com/ids/asset/0504_0192_2152_0258,https://example.com/ids/asset/5232_8130_1062_1848,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_HydraulicMotor1.aasx,HydraulicMotor,https://example.com/ids/asset/0504_0192_2152_0258,https://example.com/ids/asset/5232_8130_1062_1848,MaxOperatingPressure,0173-1#02-AAZ943#003,,xs:float,,,
supplierA_raw,A_HydraulicMotor1.aasx,HydraulicMotor,https://example.com/ids/asset/0504_0192_2152_0258,https://example.com/ids/asset/5232_8130_1062_1848,RatedPressure,0173-1#02-ABL809#001,2.5,xs:float,,,
supplierA_raw,A_HydraulicMotor1.aasx,HydraulicMotor,https://example.com/ids/asset/0504_0192_2152_0258,https://example.com/ids/asset/5232_8130_1062_1848,NominalPressureDifference,0173-1#02-ABC539#003,,xs:float,,,
supplierA_raw,A_HydraulicMotor2.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/2/00d4af5974273ca3,http://generated.local/asset/A/HydraulicMotor/2/b8db0672f42d47cc,NominalFlowRate,0173-1#02-ABC551#003,110.496,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_HydraulicMotor2.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/2/00d4af5974273ca3,http://generated.local/asset/A/HydraulicMotor/2/b8db0672f42d47cc,HydraulicPower,0173-1#02-AAZ827#003,23.7,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_HydraulicMotor2.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/2/00d4af5974273ca3,http://generated.local/asset/A/HydraulicMotor/2/b8db0672f42d47cc,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,1132.87,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_HydraulicMotor2.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/2/00d4af5974273ca3,http://generated.local/asset/A/HydraulicMotor/2/b8db0672f42d47cc,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,31.8728,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_HydraulicMotor2.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/2/00d4af5974273ca3,http://generated.local/asset/A/HydraulicMotor/2/b8db0672f42d47cc,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,48.5724,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_HydraulicMotor2.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/2/00d4af5974273ca3,http://generated.local/asset/A/HydraulicMotor/2/b8db0672f42d47cc,MaxOperatingPressure,0173-1#02-AAZ943#003,217.406,xs:float,,,
supplierA_raw,A_HydraulicMotor2.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/2/00d4af5974273ca3,http://generated.local/asset/A/HydraulicMotor/2/b8db0672f42d47cc,RatedPressure,0173-1#02-ABL809#001,156.5,xs:float,,,
supplierA_raw,A_HydraulicMotor2.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/2/00d4af5974273ca3,http://generated.local/asset/A/HydraulicMotor/2/b8db0672f42d47cc,NominalPressureDifference,0173-1#02-ABC539#003,23.9068,xs:float,,,
supplierA_raw,A_HydraulicMotor3.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/3/32ebd6899be578c7,http://generated.local/asset/A/HydraulicMotor/3/5fb8d16c2720797d,NominalFlowRate,0173-1#02-ABC551#003,186.029,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_HydraulicMotor3.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/3/32ebd6899be578c7,http://generated.local/asset/A/HydraulicMotor/3/5fb8d16c2720797d,HydraulicPower,0173-1#02-AAZ827#003,53.6,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_HydraulicMotor3.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/3/32ebd6899be578c7,http://generated.local/asset/A/HydraulicMotor/3/5fb8d16c2720797d,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,1763.07,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_HydraulicMotor3.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/3/32ebd6899be578c7,http://generated.local/asset/A/HydraulicMotor/3/5fb8d16c2720797d,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,71.2634,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_HydraulicMotor3.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/3/32ebd6899be578c7,http://generated.local/asset/A/HydraulicMotor/3/5fb8d16c2720797d,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,68.002,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_HydraulicMotor3.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/3/32ebd6899be578c7,http://generated.local/asset/A/HydraulicMotor/3/5fb8d16c2720797d,MaxOperatingPressure,0173-1#02-AAZ943#003,205.645,xs:float,,,
supplierA_raw,A_HydraulicMotor3.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/3/32ebd6899be578c7,http://generated.local/asset/A/HydraulicMotor/3/5fb8d16c2720797d,RatedPressure,0173-1#02-ABL809#001,142.7,xs:float,,,
supplierA_raw,A_HydraulicMotor3.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/3/32ebd6899be578c7,http://generated.local/asset/A/HydraulicMotor/3/5fb8d16c2720797d,NominalPressureDifference,0173-1#02-ABC539#003,31.5437,xs:float,,,
supplierA_raw,A_HydraulicMotor4.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/4/ce88cb2dd4e80839,http://generated.local/asset/A/HydraulicMotor/4/3d4cbf374eb93eff,NominalFlowRate,0173-1#02-ABC551#003,194.603,xs:float,L/min,0173-1#05-AAA356#003,
supplierA_raw,A_HydraulicMotor4.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/4/ce88cb2dd4e80839,http://generated.local/asset/A/HydraulicMotor/4/3d4cbf374eb93eff,HydraulicPower,0173-1#02-AAZ827#003,134.2,xs:float,kw,0173-1#05-AAA756#003,
supplierA_raw,A_HydraulicMotor4.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/4/ce88cb2dd4e80839,http://generated.local/asset/A/HydraulicMotor/4/3d4cbf374eb93eff,NominalSpeedOfTheDrive,0173-1#02-AAC881#008,2455.3,xs:float,1/min,0173-1#05-AAA650#003,
supplierA_raw,A_HydraulicMotor4.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/4/ce88cb2dd4e80839,http://generated.local/asset/A/HydraulicMotor/4/3d4cbf374eb93eff,SpecifiedMaximumHydraulicPower,0173-1#02-ABC686#003,156.859,xs:float,W,0173-1#05-AAA282#003,
supplierA_raw,A_HydraulicMotor4.aasx,HydraulicMotor,http://generated.local/aas/A/HydraulicMotor/4/ce88cb2dd4e80839,http://generated.local/asset/A/HydraulicMotor/4/3d4cbf374eb93eff,SpecifiedMaximumMechanicalPower,0173-1#02-ABC709#003,138.452,xs:float,W,0173-1#05-AAA282#003,
